Date,Open,High,Low,Close,Adj Close,Volume
2007-01-03,92.90631103515625,94.0726547241211,92.02677154541016,92.99235534667969,56.74257278442383,9619853
2007-01-04,92.97322845458984,94.44550323486328,92.61949920654297,93.98661804199219,57.34923553466797,11008627
2007-01-05,93.3078384399414,93.64244842529297,92.64818572998047,93.13575744628906,56.83005142211914,7553480
2007-01-08,94.16825866699219,95.12428283691406,94.02485656738281,94.55066680908203,57.69341278076172,10815640
2007-01-09,94.7227554321289,95.91778564453125,94.71319580078125,95.6692123413086,58.375938415527344,11619177
2007-01-10,94.16825866699219,94.69407653808594,93.62332916259766,94.54110717773438,57.68758773803711,9147061
2007-01-11,94.64627075195312,95.5066909790039,94.16825866699219,94.31166076660156,57.54756164550781,8368732
2007-01-12,94.63671112060547,95.30592346191406,94.16825866699219,94.97132110595703,57.95008087158203,6941779
2007-01-16,95.02867889404297,96.40535736083984,94.93307495117188,96.38623046875,58.81343460083008,10043901
2007-01-17,96.26194763183594,96.46271514892578,95.5066909790039,95.62141418457031,58.34678268432617,8577932
2007-01-18,95.41108703613281,95.55449676513672,94.56022644042969,95.07648468017578,58.01428985595703,15309361
2007-01-19,90.82218170166016,92.5908203125,90.3919677734375,91.94072723388672,56.100868225097656,27233447
2007-01-22,92.17973327636719,92.95410919189453,91.8929214477539,92.83938598632812,56.64922332763672,14162108
2007-01-23,92.64818572998047,93.0975112915039,91.96940612792969,92.81070709228516,56.631710052490234,10812920
2007-01-24,92.81070709228516,93.2887191772461,92.33269500732422,93.11663818359375,56.818389892578125,5962200
2007-01-25,92.94454956054688,93.61376953125,92.94454956054688,93.22179412841797,56.882568359375,6486560
2007-01-26,93.23136138916016,93.52772521972656,92.58126068115234,93.16443634033203,56.84756851196289,6036571
2007-01-29,93.4034423828125,94.32122039794922,93.16443634033203,94.20649719238281,57.4834098815918,7630361
2007-01-30,94.23518371582031,95.07648468017578,94.16825866699219,95.0,57.967586517333984,7508083
2007-01-31,94.45507049560547,95.10516357421875,94.02485656738281,94.7896728515625,57.83926010131836,6728500
2007-02-01,94.61759185791016,94.818359375,93.65200805664062,94.64627075195312,57.75177764892578,6914792
2007-02-02,94.74187469482422,95.34416961669922,94.53154754638672,94.80879211425781,57.85092544555664,6962490
2007-02-05,94.80879211425781,96.02294158935547,94.55066680908203,95.96558380126953,58.556758880615234,8561301
2007-02-06,95.602294921875,95.98470306396484,95.16252136230469,95.45889282226562,58.24758529663086,6833309
2007-02-07,95.41108703613281,95.94646453857422,94.76099395751953,95.16252136230469,58.24174499511719,8052317
2007-02-08,94.55066680908203,95.35372924804688,94.31166076660156,95.23900604248047,58.28854751586914,6435201
2007-02-09,95.14340209960938,95.31549072265625,93.50860595703125,94.216064453125,57.6624870300293,6381018
2007-02-12,94.45507049560547,94.83747863769531,93.90057373046875,94.24474334716797,57.6800422668457,5576226
2007-02-13,94.26386260986328,94.397705078125,93.4990463256836,93.96749877929688,57.51036834716797,5965129
2007-02-14,94.16825866699219,95.05735778808594,93.92925262451172,94.83747863769531,58.0428352355957,5904461
2007-02-15,94.7036361694336,95.14340209960938,94.14913940429688,94.56979370117188,57.87900161743164,5824756
2007-02-16,94.76099395751953,94.8852767944336,94.29254150390625,94.63671112060547,57.91997146606445,5021532
2007-02-20,94.32122039794922,95.08604431152344,94.216064453125,94.98088073730469,58.130615234375,4313913
